household_id,camp_name,family_size,head_gender,head_age_group,food_insecurity_score,shelter_damage_score,chronic_disease_present,vulnerability_index
HH_07923,Camp Gamma,6,Male,36-50,0.32,0.54,1,0.55
HH_07924,Camp Alpha,7,Male,36-50,0.78,0.29,0,0.47
HH_07925,Camp Gamma,8,Female,36-50,0.31,0.54,1,0.57
HH_07926,Camp Gamma,5,Female,36-50,0.56,0.61,0,0.46
HH_07927,Camp Beta,2,Female,36-50,0.43,0.96,0,0.48
HH_07928,Camp Alpha,4,Female,26-35,0.48,0.38,0,0.35
HH_07929,Camp Gamma,1,Female,26-35,0.19,0.27,0,0.17
HH_07930,Camp Gamma,3,Male,26-35,0.46,0.61,0,0.4
HH_07931,Camp Alpha,6,Female,51-65,0.44,0.19,0,0.29
HH_07932,Camp Alpha,10,Male,26-35,0.54,0.48,0,0.46
HH_07933,Camp Beta,4,Other,26-35,0.46,0.78,1,0.66
HH_07934,Camp Gamma,7,Male,51-65,0.26,0.4,0,0.29
HH_07935,Camp Gamma,4,Male,26-35,0.66,0.74,0,0.53
HH_07936,Camp Beta,5,Male,26-35,0.28,0.78,1,0.6
HH_07937,Camp Beta,1,Female,36-50,0.54,0.9,1,0.7
HH_07938,Camp Alpha,10,Female,26-35,0.61,0.07,0,0.36
HH_07939,Camp Alpha,10,Male,18-25,0.94,0.31,0,0.57
HH_07940,Camp Gamma,8,Female,26-35,0.36,0.86,0,0.48
HH_07941,Camp Beta,2,Female,36-50,0.4,0.73,0,0.4
HH_07942,Camp Beta,4,Female,18-25,0.67,0.91,0,0.58
HH_07943,Camp Gamma,6,Female,26-35,0.08,0.5,1,0.44
HH_07944,Camp Beta,5,Male,51-65,0.4,0.69,0,0.42
HH_07945,Camp Alpha,4,Female,26-35,0.27,0.26,0,0.23
HH_07946,Camp Alpha,5,Male,36-50,0.73,0.23,0,0.41
HH_07947,Camp Beta,6,Male,18-25,0.24,0.62,0,0.34
HH_07948,Camp Beta,5,Female,26-35,0.53,0.71,0,0.48
HH_07949,Camp Beta,10,Female,36-50,0.43,0.66,0,0.47
HH_07950,Camp Alpha,9,Female,36-50,0.88,0.33,0,0.54
HH_07951,Camp Alpha,1,Female,51-65,0.74,0.52,0,0.46
HH_07952,Camp Alpha,3,Female,18-25,0.8,0.22,0,0.42
HH_07953,Camp Gamma,9,Female,18-25,0.23,0.67,1,0.58
HH_07954,Camp Alpha,5,Female,18-25,0.93,0.13,0,0.46
HH_07955,Camp Gamma,3,Male,26-35,0.35,0.86,0,0.43
HH_07956,Camp Alpha,8,Female,26-35,0.6,0.18,0,0.37
HH_07957,Camp Beta,8,Female,26-35,0.18,0.67,0,0.35
HH_07958,Camp Alpha,7,Female,26-35,0.65,0.3,0,0.42
HH_07959,Camp Gamma,7,Male,36-50,0.21,0.34,0,0.26
HH_07960,Camp Gamma,9,Male,26-35,0.13,0.54,0,0.3
HH_07961,Camp Alpha,10,Female,36-50,0.54,0.35,0,0.42
HH_07962,Camp Gamma,8,Female,36-50,0.39,0.95,1,0.72
HH_07963,Camp Alpha,6,Female,36-50,0.71,0.21,1,0.61
HH_07964,Camp Beta,4,Male,51-65,0.32,0.79,0,0.41
HH_07965,Camp Alpha,2,Female,18-25,0.57,0.34,0,0.35
HH_07966,Camp Gamma,9,Male,51-65,0.08,0.63,1,0.51
HH_07967,Camp Gamma,3,Female,36-50,0.19,0.36,1,0.41
HH_07968,Camp Gamma,4,Male,26-35,0.57,0.48,1,0.61
HH_07969,Camp Gamma,4,Female,65+,0.56,0.4,0,0.38
HH_07970,Camp Gamma,1,Female,51-65,0.39,0.66,0,0.36
HH_07971,Camp Beta,4,Male,18-25,0.11,0.94,0,0.37
HH_07972,Camp Alpha,7,Female,36-50,0.22,0.05,0,0.17
HH_07973,Camp Gamma,5,Male,18-25,0.17,0.54,0,0.28
HH_07974,Camp Gamma,2,Male,65+,0.44,0.52,1,0.55
HH_07975,Camp Gamma,10,Female,26-35,0.42,0.4,0,0.39
HH_07976,Camp Gamma,10,Female,36-50,0.33,0.77,0,0.46
HH_07977,Camp Gamma,9,Female,36-50,0.65,0.67,0,0.55
HH_07978,Camp Beta,6,Female,51-65,0.37,0.81,0,0.45
HH_07979,Camp Gamma,3,Male,51-65,0.02,0.17,0,0.09
HH_07980,Camp Alpha,10,Male,26-35,0.63,0.22,0,0.42
HH_07981,Camp Gamma,5,Female,51-65,0.75,0.4,0,0.47
HH_07982,Camp Beta,6,Female,36-50,0.14,0.77,0,0.35
HH_07983,Camp Beta,2,Female,26-35,0.54,0.94,1,0.72
HH_07984,Camp Gamma,5,Male,51-65,0.58,0.6,1,0.66
HH_07985,Camp Gamma,3,Female,36-50,0.19,0.56,0,0.27
HH_07986,Camp Alpha,3,Male,26-35,0.67,0.15,0,0.34
HH_07987,Camp Gamma,7,Other,51-65,0.64,0.4,1,0.65
HH_07988,Camp Gamma,3,Female,26-35,0.31,0.34,0,0.26
HH_07989,Camp Alpha,4,Male,65+,0.55,0.41,0,0.38
HH_07990,Camp Alpha,4,Female,26-35,0.73,0.53,0,0.49
HH_07991,Camp Gamma,5,Male,18-25,0.3,0.26,0,0.25
HH_07992,Camp Beta,4,Male,26-35,0.38,0.59,0,0.37
HH_07993,Camp Alpha,9,Male,51-65,0.87,0.09,0,0.47
HH_07994,Camp Alpha,3,Male,36-50,0.72,0.08,0,0.34
HH_07995,Camp Alpha,4,Female,26-35,0.91,0.33,0,0.5
HH_07996,Camp Alpha,8,Male,26-35,0.72,0.08,0,0.39
HH_07997,Camp Gamma,7,Male,36-50,0.75,0.31,0,0.46
HH_07998,Camp Beta,6,Male,36-50,0.39,0.85,0,0.47
HH_07999,Camp Alpha,3,Female,36-50,0.85,0.23,0,0.44
HH_08000,Camp Gamma,10,Female,36-50,0.43,0.58,1,0.65
HH_08001,Camp Gamma,3,Female,26-35,0.66,0.61,1,0.68
HH_08002,Camp Gamma,2,Male,36-50,0.41,0.71,0,0.4
HH_08003,Camp Gamma,2,Female,18-25,0.43,0.56,1,0.56
HH_08004,Camp Alpha,10,Male,18-25,0.62,0.23,0,0.42
HH_08005,Camp Beta,10,Male,26-35,0.27,0.8,0,0.45
HH_08006,Camp Alpha,3,Male,26-35,0.62,0.28,0,0.36
HH_08007,Camp Gamma,1,Female,26-35,0.7,0.53,0,0.45
HH_08008,Camp Alpha,4,Female,26-35,0.63,0.37,0,0.4
HH_08009,Camp Gamma,9,Other,26-35,0.65,0.83,0,0.6
HH_08010,Camp Beta,1,Male,18-25,0.37,0.55,0,0.32
HH_08011,Camp Alpha,9,Female,26-35,0.83,0.27,0,0.5
HH_08012,Camp Gamma,4,Female,18-25,0.72,0.49,0,0.47
HH_08013,Camp Alpha,1,Female,18-25,0.67,0.46,0,0.42
HH_08014,Camp Gamma,10,Other,51-65,0.28,0.53,0,0.37
HH_08015,Camp Alpha,8,Other,51-65,0.86,0.6,0,0.6
HH_08016,Camp Alpha,2,Male,18-25,0.63,0.32,0,0.37
HH_08017,Camp Gamma,4,Male,18-25,0.47,0.4,0,0.35
HH_08018,Camp Gamma,7,Female,36-50,0.9,0.61,0,0.61
HH_08019,Camp Beta,9,Male,36-50,0.33,0.8,0,0.46
HH_08020,Camp Beta,3,Female,18-25,0.16,0.67,1,0.49
HH_08021,Camp Beta,7,Male,36-50,0.38,0.85,0,0.48
HH_08022,Camp Gamma,7,Female,65+,0.58,0.62,0,0.49
HH_08023,Camp Beta,6,Other,26-35,0.57,0.93,0,0.57
HH_08024,Camp Gamma,4,Male,26-35,0.28,0.61,0,0.34
HH_08025,Camp Beta,10,Female,36-50,0.23,0.75,0,0.42
HH_08026,Camp Alpha,9,Female,26-35,0.76,0.04,0,0.41
HH_08027,Camp Alpha,7,Female,26-35,0.9,0.29,0,0.52
HH_08028,Camp Alpha,5,Female,36-50,0.67,0.39,0,0.43
HH_08029,Camp Gamma,8,Female,51-65,0.22,0.43,1,0.5
HH_08030,Camp Beta,5,Female,36-50,0.78,0.6,0,0.54
HH_08031,Camp Gamma,3,Male,26-35,0.24,0.75,1,0.55
HH_08032,Camp Gamma,2,Male,36-50,0.36,0.32,1,0.46
HH_08033,Camp Gamma,6,Male,36-50,0.68,0.25,1,0.61
HH_08034,Camp Beta,4,Male,18-25,0.4,0.77,0,0.43
HH_08035,Camp Alpha,9,Female,26-35,0.91,0.19,0,0.51
HH_08036,Camp Gamma,7,Male,26-35,0.29,0.66,1,0.58
HH_08037,Camp Alpha,9,Male,36-50,0.59,0.31,0,0.42
HH_08038,Camp Alpha,5,Female,51-65,0.75,0.52,0,0.51
HH_08039,Camp Gamma,6,Male,18-25,0.16,0.42,0,0.25
HH_08040,Camp Gamma,8,Male,36-50,0.67,0.31,0,0.44
HH_08041,Camp Beta,3,Male,51-65,0.47,0.77,0,0.45
HH_08042,Camp Beta,2,Male,26-35,0.55,0.92,1,0.72
HH_08043,Camp Gamma,1,Male,18-25,0.43,0.52,1,0.54
HH_08044,Camp Beta,1,Female,65+,0.45,0.75,0,0.42
HH_08045,Camp Beta,4,Female,26-35,0.24,0.59,1,0.51
HH_08046,Camp Beta,5,Female,18-25,0.52,0.52,0,0.41
HH_08047,Camp Gamma,3,Male,18-25,0.17,0.66,0,0.3
HH_08048,Camp Gamma,6,Female,36-50,0.29,0.73,0,0.39
HH_08049,Camp Alpha,7,Male,26-35,0.77,0.27,0,0.46
HH_08050,Camp Alpha,3,Male,36-50,0.88,0.23,0,0.45
HH_08051,Camp Alpha,5,Female,26-35,0.87,0.22,1,0.66
HH_08052,Camp Beta,4,Female,26-35,0.14,0.84,0,0.35
HH_08053,Camp Alpha,7,Female,36-50,0.97,0.23,0,0.53
HH_08054,Camp Alpha,1,Female,36-50,0.87,0.34,1,0.66
HH_08055,Camp Alpha,2,Male,26-35,0.75,0.13,0,0.36
HH_08056,Camp Gamma,10,Female,26-35,0.49,0.52,1,0.65
HH_08057,Camp Alpha,9,Male,51-65,0.77,0.45,0,0.53
HH_08058,Camp Gamma,4,Female,51-65,0.04,0.57,0,0.23
HH_08059,Camp Gamma,3,Female,51-65,0.3,0.67,0,0.35
HH_08060,Camp Gamma,8,Male,65+,0.29,0.32,0,0.29
HH_08061,Camp Alpha,4,Other,26-35,0.64,0.1,0,0.33
HH_08062,Camp Alpha,7,Female,26-35,0.92,0.55,0,0.6
HH_08063,Camp Gamma,5,Male,26-35,0.13,0.48,1,0.45
HH_08064,Camp Beta,1,Female,36-50,0.82,0.67,0,0.54
HH_08065,Camp Gamma,5,Female,26-35,0.48,0.17,1,0.49
HH_08066,Camp Gamma,9,Female,36-50,0.16,0.39,0,0.27
HH_08067,Camp Gamma,1,Female,51-65,0.65,0.34,0,0.37
HH_08068,Camp Gamma,3,Female,65+,0.59,0.72,0,0.48
HH_08069,Camp Gamma,6,Female,18-25,0.6,0.74,0,0.52
HH_08070,Camp Gamma,10,Female,51-65,0.6,0.76,0,0.57
HH_08071,Camp Beta,10,Female,51-65,0.22,0.72,1,0.6
HH_08072,Camp Beta,4,Male,18-25,0.3,0.85,0,0.42
HH_08073,Camp Gamma,3,Female,26-35,0.1,0.45,1,0.41
HH_08074,Camp Gamma,3,Female,65+,0.3,0.67,1,0.55
HH_08075,Camp Alpha,8,Female,36-50,0.8,0.47,0,0.54
HH_08076,Camp Gamma,10,Female,26-35,0.28,0.83,0,0.46
HH_08077,Camp Alpha,7,Male,51-65,0.71,0.12,0,0.39
HH_08078,Camp Beta,3,Female,36-50,0.24,0.66,0,0.32
HH_08079,Camp Beta,9,Female,36-50,0.67,0.59,0,0.54
HH_08080,Camp Beta,10,Female,26-35,0.33,0.83,0,0.48
HH_08081,Camp Beta,5,Male,18-25,0.29,0.77,1,0.6
HH_08082,Camp Alpha,5,Male,18-25,0.72,0.32,1,0.63
HH_08083,Camp Beta,1,Female,51-65,0.34,0.74,1,0.57
HH_08084,Camp Gamma,10,Male,36-50,0.01,0.52,0,0.26
HH_08085,Camp Gamma,10,Female,26-35,0.31,0.59,0,0.4
HH_08086,Camp Beta,9,Female,65+,0.5,0.82,0,0.54
HH_08087,Camp Alpha,6,Female,18-25,0.58,0.05,0,0.31
HH_08088,Camp Beta,8,Male,51-65,0.39,0.85,1,0.69
HH_08089,Camp Beta,2,Female,26-35,0.25,0.65,0,0.32
HH_08090,Camp Alpha,5,Female,36-50,0.45,0.55,0,0.4
HH_08091,Camp Beta,8,Female,26-35,0.23,0.77,0,0.4
HH_08092,Camp Beta,3,Female,51-65,0.28,0.82,1,0.59
HH_08093,Camp Alpha,2,Female,65+,0.86,0.23,0,0.43
HH_08094,Camp Alpha,3,Other,18-25,0.98,0.31,0,0.52
HH_08095,Camp Beta,10,Male,36-50,0.22,0.78,0,0.42
HH_08096,Camp Gamma,4,Male,36-50,0.09,0.62,0,0.26
HH_08097,Camp Alpha,1,Female,26-35,0.91,0.3,0,0.46
HH_08098,Camp Gamma,4,Female,36-50,0.38,0.23,0,0.26
HH_08099,Camp Alpha,4,Male,36-50,0.45,0.02,0,0.23
HH_08100,Camp Alpha,6,Female,18-25,0.78,0.51,0,0.53
HH_08101,Camp Alpha,5,Female,26-35,0.9,0.25,0,0.49
HH_08102,Camp Beta,3,Male,36-50,0.11,0.79,0,0.31
HH_08103,Camp Beta,2,Female,26-35,0.57,0.63,1,0.64
HH_08104,Camp Gamma,2,Male,26-35,0.36,0.68,0,0.37
HH_08105,Camp Alpha,9,Female,26-35,0.47,0.1,0,0.31
HH_08106,Camp Alpha,7,Male,65+,0.71,0.3,0,0.44
HH_08107,Camp Beta,4,Female,26-35,0.13,0.55,0,0.26
HH_08108,Camp Gamma,9,Female,36-50,0.37,0.49,1,0.58
HH_08109,Camp Alpha,6,Other,36-50,0.71,0.36,0,0.45
HH_08110,Camp Beta,8,Female,26-35,0.38,0.88,1,0.7
HH_08111,Camp Alpha,8,Female,26-35,0.51,0.38,0,0.4
HH_08112,Camp Beta,8,Male,65+,0.6,0.66,0,0.52
HH_08113,Camp Beta,1,Female,51-65,0.64,0.88,0,0.53
HH_08114,Camp Beta,9,Male,26-35,0.47,0.8,0,0.52
HH_08115,Camp Beta,6,Male,51-65,0.59,0.47,1,0.64
HH_08116,Camp Beta,3,Female,36-50,0.45,0.9,1,0.68
HH_08117,Camp Alpha,4,Male,26-35,0.44,0.21,0,0.28
HH_08118,Camp Alpha,3,Male,36-50,0.59,0.21,0,0.33
HH_08119,Camp Beta,7,Female,18-25,0.57,0.91,0,0.57
HH_08120,Camp Gamma,9,Other,65+,0.58,0.35,0,0.43
HH_08121,Camp Gamma,8,Male,26-35,0.26,0.44,0,0.32
HH_08122,Camp Beta,1,Male,65+,0.57,0.51,1,0.59
HH_08123,Camp Beta,9,Female,36-50,0.42,0.54,0,0.42
HH_08124,Camp Gamma,8,Male,26-35,0.65,0.36,1,0.65
HH_08125,Camp Alpha,10,Female,26-35,0.77,0.28,0,0.49
HH_08126,Camp Beta,8,Male,36-50,0.6,0.57,0,0.49
HH_08127,Camp Beta,6,Female,51-65,0.62,0.79,0,0.54
HH_08128,Camp Alpha,2,Female,51-65,0.92,0.29,0,0.48
HH_08129,Camp Beta,8,Female,18-25,0.57,0.75,0,0.53
HH_08130,Camp Beta,6,Male,26-35,0.54,0.92,1,0.75
HH_08131,Camp Beta,4,Male,36-50,0.38,0.88,0,0.46
HH_08132,Camp Alpha,9,Male,18-25,0.8,0.25,0,0.49
HH_08133,Camp Alpha,9,Male,26-35,0.84,0.03,0,0.44
HH_08134,Camp Beta,3,Female,51-65,0.56,0.66,0,0.45
HH_08135,Camp Gamma,2,Female,51-65,0.32,0.67,1,0.55
HH_08136,Camp Beta,3,Female,18-25,0.42,0.71,1,0.61
HH_08137,Camp Beta,2,Male,26-35,0.54,0.79,0,0.47
HH_08138,Camp Gamma,3,Female,36-50,0.1,0.39,0,0.19
HH_08139,Camp Beta,4,Male,65+,0.37,0.66,0,0.39
HH_08140,Camp Beta,7,Female,65+,0.85,0.98,1,0.9
HH_08141,Camp Alpha,6,Female,36-50,0.68,0.44,0,0.46
HH_08142,Camp Beta,2,Male,36-50,0.4,0.61,0,0.36
HH_08143,Camp Beta,9,Female,51-65,0.3,0.59,0,0.39
HH_08144,Camp Beta,3,Female,26-35,0.35,0.83,0,0.42
HH_08145,Camp Gamma,3,Female,18-25,0.61,0.53,1,0.63
HH_08146,Camp Gamma,7,Male,26-35,0.34,0.48,0,0.35
HH_08147,Camp Alpha,10,Male,26-35,0.76,0.29,0,0.49
HH_08148,Camp Alpha,2,Female,26-35,0.67,0.2,0,0.35
HH_08149,Camp Alpha,7,Female,18-25,0.49,0.35,1,0.57
HH_08150,Camp Beta,4,Male,65+,0.28,0.73,0,0.37
HH_08151,Camp Alpha,9,Female,26-35,0.66,0.22,0,0.42
HH_08152,Camp Gamma,7,Male,36-50,0.41,0.59,1,0.61
HH_08153,Camp Alpha,5,Female,36-50,0.8,0.31,1,0.66
HH_08154,Camp Beta,6,Female,36-50,0.41,0.79,0,0.46
HH_08155,Camp Gamma,7,Female,26-35,0.63,0.7,1,0.73
HH_08156,Camp Gamma,6,Female,36-50,0.46,0.61,0,0.43
HH_08157,Camp Alpha,1,Female,26-35,0.62,0.21,0,0.32
HH_08158,Camp Gamma,5,Male,36-50,0.61,0.45,0,0.43
HH_08159,Camp Beta,9,Male,18-25,0.55,0.76,0,0.54
HH_08160,Camp Gamma,9,Male,26-35,0.64,0.42,0,0.47
HH_08161,Camp Alpha,8,Female,26-35,0.86,0.4,1,0.74
HH_08162,Camp Beta,5,Male,36-50,0.16,0.76,0,0.34
HH_08163,Camp Beta,9,Male,36-50,0.43,0.59,0,0.44
HH_08164,Camp Alpha,8,Male,26-35,0.7,0.28,0,0.44
HH_08165,Camp Gamma,2,Female,26-35,0.35,0.78,1,0.59
HH_08166,Camp Alpha,7,Male,36-50,0.66,0.44,0,0.47
HH_08167,Camp Beta,8,Female,26-35,0.18,0.81,0,0.4
HH_08168,Camp Gamma,5,Female,51-65,0.17,0.46,1,0.46
HH_08169,Camp Gamma,7,Female,36-50,0.88,0.45,1,0.76
HH_08170,Camp Alpha,4,Female,36-50,0.87,0.21,1,0.65
HH_08171,Camp Beta,5,Male,51-65,0.38,0.73,1,0.62
HH_08172,Camp Alpha,3,Male,26-35,0.9,0.11,1,0.62
HH_08173,Camp Alpha,4,Female,65+,0.77,0.51,0,0.5
HH_08174,Camp Gamma,8,Female,36-50,0.02,0.71,1,0.5
HH_08175,Camp Beta,2,Female,51-65,0.29,0.65,0,0.33
HH_08176,Camp Alpha,9,Male,36-50,0.84,0.34,0,0.53
HH_08177,Camp Beta,4,Female,36-50,0.26,0.83,1,0.59
HH_08178,Camp Alpha,2,Female,26-35,0.77,0.26,0,0.41
HH_08179,Camp Beta,7,Female,26-35,0.78,0.95,0,0.67
HH_08180,Camp Alpha,4,Male,26-35,0.88,0.02,0,0.4
HH_08181,Camp Gamma,2,Female,18-25,0.66,0.5,0,0.43
HH_08182,Camp Gamma,4,Other,18-25,0.56,0.39,1,0.58
HH_08183,Camp Beta,6,Male,36-50,0.56,0.82,0,0.53
HH_08184,Camp Gamma,9,Female,65+,0.7,0.64,0,0.56
HH_08185,Camp Gamma,5,Female,36-50,0.24,0.76,0,0.37
HH_08186,Camp Gamma,6,Female,36-50,0.61,0.37,1,0.61
HH_08187,Camp Beta,6,Female,18-25,0.37,0.72,1,0.62
HH_08188,Camp Beta,9,Female,36-50,0.17,0.85,0,0.41
HH_08189,Camp Alpha,5,Male,36-50,0.76,0.19,0,0.41
HH_08190,Camp Alpha,6,Male,18-25,0.9,0.23,0,0.49
HH_08191,Camp Beta,5,Male,36-50,0.44,0.71,0,0.44
HH_08192,Camp Gamma,10,Female,36-50,0.58,0.82,0,0.58
HH_08193,Camp Beta,10,Female,26-35,0.46,0.9,0,0.55
HH_08194,Camp Gamma,1,Male,36-50,0.34,0.31,0,0.24
HH_08195,Camp Gamma,3,Female,18-25,0.19,0.43,0,0.24
HH_08196,Camp Beta,6,Female,18-25,0.12,0.81,1,0.55
HH_08197,Camp Beta,10,Female,26-35,0.58,0.66,0,0.53
HH_08198,Camp Gamma,7,Female,26-35,0.44,0.43,0,0.38
HH_08199,Camp Gamma,6,Female,26-35,0.6,0.4,1,0.62
HH_08200,Camp Beta,1,Male,51-65,0.55,0.92,0,0.51
HH_08201,Camp Beta,3,Female,36-50,0.28,0.81,0,0.39
HH_08202,Camp Gamma,8,Male,18-25,0.13,0.43,1,0.46
HH_08203,Camp Beta,8,Male,36-50,0.42,0.76,0,0.48
HH_08204,Camp Beta,8,Male,51-65,0.25,0.9,1,0.65
HH_08205,Camp Beta,1,Female,26-35,0.2,0.89,0,0.36
HH_08206,Camp Gamma,5,Female,36-50,0.5,0.66,0,0.45
HH_08207,Camp Beta,2,Female,26-35,0.44,0.49,0,0.34
HH_08208,Camp Beta,1,Female,36-50,0.45,0.92,0,0.47
HH_08209,Camp Gamma,6,Male,26-35,0.49,0.15,0,0.3
HH_08210,Camp Alpha,3,Female,36-50,0.84,0.17,0,0.42
HH_08211,Camp Beta,6,Male,26-35,0.29,0.86,0,0.43
HH_08212,Camp Alpha,2,Female,51-65,0.96,0.3,1,0.69
HH_08213,Camp Alpha,10,Female,36-50,0.69,0.59,0,0.55
HH_08214,Camp Beta,4,Male,36-50,0.3,0.57,0,0.33
HH_08215,Camp Beta,6,Female,36-50,0.48,0.87,0,0.51
HH_08216,Camp Gamma,2,Female,51-65,0.55,0.24,1,0.51
HH_08217,Camp Alpha,6,Female,51-65,0.7,0.41,0,0.46
HH_08218,Camp Gamma,10,Female,18-25,0.37,0.2,1,0.51
HH_08219,Camp Beta,10,Female,26-35,0.37,0.78,0,0.48
HH_08220,Camp Alpha,1,Male,26-35,0.75,0.52,0,0.47
HH_08221,Camp Gamma,4,Female,36-50,0.22,0.79,0,0.36
HH_08222,Camp Beta,4,Female,26-35,0.47,0.64,0,0.42
HH_08223,Camp Beta,10,Female,18-25,0.45,0.94,0,0.56
HH_08224,Camp Gamma,6,Male,26-35,0.13,0.71,0,0.33
HH_08225,Camp Gamma,5,Male,36-50,0.73,0.73,1,0.76
HH_08226,Camp Gamma,5,Male,36-50,0.41,0.37,1,0.53
HH_08227,Camp Alpha,1,Female,26-35,0.38,0.26,0,0.24
HH_08228,Camp Beta,4,Female,18-25,0.48,0.78,1,0.67
HH_08229,Camp Alpha,1,Female,36-50,0.69,0.4,1,0.61
HH_08230,Camp Beta,10,Female,26-35,0.27,0.5,0,0.36
HH_08231,Camp Gamma,10,Male,36-50,0.09,0.42,0,0.26
HH_08232,Camp Gamma,7,Female,36-50,0.35,0.84,0,0.46
HH_08233,Camp Alpha,4,Female,51-65,0.88,0.21,0,0.46
HH_08234,Camp Beta,8,Female,36-50,0.27,0.91,1,0.66
HH_08235,Camp Beta,1,Female,26-35,0.69,0.81,1,0.73
HH_08236,Camp Gamma,2,Female,26-35,0.28,0.6,0,0.31
HH_08237,Camp Beta,2,Male,65+,0.14,0.72,0,0.29
HH_08238,Camp Beta,5,Female,26-35,0.08,0.93,0,0.36
HH_08239,Camp Gamma,8,Female,65+,0.75,0.52,0,0.54
HH_08240,Camp Beta,10,Male,36-50,0.29,0.73,0,0.43
HH_08241,Camp Alpha,9,Female,26-35,0.69,0.13,1,0.6
HH_08242,Camp Beta,4,Male,36-50,0.73,0.73,0,0.55
HH_08243,Camp Gamma,4,Male,36-50,0.69,0.33,0,0.42
HH_08244,Camp Beta,2,Male,51-65,0.28,0.48,0,0.28
HH_08245,Camp Alpha,1,Female,51-65,0.79,0.22,0,0.39
HH_08246,Camp Gamma,3,Male,36-50,0.28,0.39,1,0.46
HH_08247,Camp Gamma,3,Male,26-35,0.44,0.58,1,0.58
HH_08248,Camp Gamma,8,Male,36-50,0.28,0.62,0,0.38
HH_08249,Camp Gamma,2,Female,36-50,0.6,0.79,0,0.5
HH_08250,Camp Alpha,5,Male,51-65,0.59,0.29,0,0.37
HH_08251,Camp Alpha,3,Female,36-50,0.6,0.06,0,0.29
HH_08252,Camp Gamma,8,Male,26-35,0.13,0.4,1,0.45
HH_08253,Camp Alpha,3,Female,51-65,0.59,0.46,0,0.4
HH_08254,Camp Beta,5,Female,26-35,0.43,0.78,0,0.46
HH_08255,Camp Beta,4,Male,51-65,0.31,0.91,0,0.44
HH_08256,Camp Alpha,1,Male,36-50,0.87,0.28,0,0.44
HH_08257,Camp Beta,2,Female,36-50,0.21,0.94,0,0.39
HH_08258,Camp Beta,5,Male,26-35,0.37,0.73,0,0.42
HH_08259,Camp Gamma,8,Male,26-35,0.14,0.34,0,0.24
HH_08260,Camp Beta,10,Female,36-50,0.27,0.79,1,0.64
HH_08261,Camp Beta,4,Female,26-35,0.41,0.81,0,0.45
HH_08262,Camp Gamma,4,Male,36-50,0.38,0.54,0,0.35
HH_08263,Camp Gamma,10,Male,18-25,0.3,0.65,1,0.61
HH_08264,Camp Gamma,5,Female,26-35,0.31,0.39,0,0.29
HH_08265,Camp Alpha,5,Female,26-35,0.85,0.18,0,0.44
HH_08266,Camp Gamma,9,Female,51-65,0.58,0.54,0,0.48
HH_08267,Camp Gamma,5,Female,51-65,0.31,0.64,1,0.57
HH_08268,Camp Beta,9,Other,26-35,0.43,0.68,0,0.47
HH_08269,Camp Beta,2,Female,36-50,0.58,0.67,0,0.45
HH_08270,Camp Beta,10,Female,51-65,0.25,0.76,1,0.63
HH_08271,Camp Gamma,1,Female,65+,0.92,0.64,0,0.57
HH_08272,Camp Gamma,2,Male,65+,0.08,0.59,0,0.23
HH_08273,Camp Gamma,10,Male,36-50,0.33,0.95,0,0.52
HH_08274,Camp Gamma,2,Male,65+,0.41,0.44,0,0.32
HH_08275,Camp Beta,7,Male,51-65,0.16,0.54,0,0.3
HH_08276,Camp Gamma,1,Female,26-35,0.65,0.43,0,0.4
HH_08277,Camp Gamma,9,Female,26-35,0.78,0.46,1,0.74
HH_08278,Camp Gamma,2,Female,36-50,0.32,0.69,1,0.55
HH_08279,Camp Gamma,2,Male,36-50,0.1,0.67,1,0.46
HH_08280,Camp Gamma,3,Male,26-35,0.26,0.51,0,0.29
HH_08281,Camp Gamma,5,Female,26-35,0.36,0.75,1,0.62
HH_08282,Camp Alpha,1,Male,51-65,0.39,0.64,0,0.36
HH_08283,Camp Beta,8,Male,26-35,0.36,0.83,0,0.47
HH_08284,Camp Alpha,3,Female,51-65,0.69,0.23,0,0.38
HH_08285,Camp Beta,2,Male,26-35,0.4,0.92,0,0.46
HH_08286,Camp Alpha,1,Male,36-50,0.65,0.3,0,0.36
HH_08287,Camp Gamma,6,Female,51-65,0.58,0.24,0,0.36
HH_08288,Camp Alpha,6,Male,36-50,0.77,0.24,0,0.44
HH_08289,Camp Beta,10,Male,26-35,0.15,0.68,0,0.36
HH_08290,Camp Alpha,5,Male,18-25,0.72,0.5,1,0.69
HH_08291,Camp Beta,6,Male,36-50,0.72,0.92,0,0.62
HH_08292,Camp Beta,3,Male,51-65,0.35,0.78,0,0.4
HH_08293,Camp Alpha,3,Male,36-50,0.94,0.22,1,0.67
HH_08294,Camp Beta,9,Male,26-35,0.43,0.72,1,0.68
HH_08295,Camp Alpha,1,Female,36-50,0.72,0.61,0,0.48
HH_08296,Camp Beta,8,Male,51-65,0.17,0.62,0,0.33
HH_08297,Camp Gamma,3,Female,18-25,0.17,0.45,0,0.23
HH_08298,Camp Beta,10,Female,26-35,0.28,0.83,0,0.46
HH_08299,Camp Alpha,1,Male,26-35,0.41,0.27,1,0.46
HH_08300,Camp Beta,6,Female,26-35,0.36,0.87,0,0.47
HH_08301,Camp Gamma,9,Female,26-35,0.17,0.86,1,0.62
HH_08302,Camp Alpha,8,Female,36-50,0.59,0.36,0,0.42
